FGB ID	Number of Families	Family names
FGB9431	1	f__Eggerthellaceae
FGB9433	1	f__Eggerthellaceae
FGB9454	1	f__Clostridia_unclassified
FGB9533	1	f__Clostridia_unclassified
FGB9536	1	f__Clostridia_unclassified
FGB9538	1	f__Ruminococcaceae
FGB9581	1	f__Clostridia_unclassified
FGB9626	1	f__Clostridiales_Family_XIII_Incertae_Sedis
FGB9643	2	f__Clostridiaceae,f__Bacteria_unclassified
FGB9801	1	f__Desulfovibrionaceae
FGB9863	1	f__Ruminococcaceae
FGB9867	1	f__Ruminococcaceae
FGB9888	2	f__Mycobacteriaceae,f__Ruminococcaceae
FGB9916	1	f__Ruminococcaceae
FGB9919	1	f__Ruminococcaceae
FGB9923	1	f__Mycobacteriaceae
FGB9928	1	f__Mycobacteriaceae
FGB9947	1	f__Mycobacteriaceae
FGB9951	1	f__Ruminococcaceae
FGB9962	2	f__Gordoniaceae,f__Clostridiaceae
FGB9971	1	f__Gordoniaceae
FGB9983	1	f__Ruminococcaceae
FGB9989	2	f__Gordoniaceae,f__Ruminococcaceae
FGB9996	1	f__Ruminococcaceae
FGB10019	1	f__Actinomycetaceae
FGB10037	1	f__Propionibacteriaceae
FGB10047	2	f__Propionibacteriaceae,f__Fibrobacteraceae
FGB10049	1	f__Propionibacteriaceae
FGB10065	1	f__Frankiaceae
FGB10073	1	f__Nocardioidaceae
FGB10081	1	f__Nocardioidaceae
FGB10090	1	f__Nocardioidaceae
FGB10106	1	f__Dermacoccaceae
FGB10110	1	f__Intrasporangiaceae
FGB10113	1	f__Candidatus_Omnitrophica_unclassified
FGB10120	1	f__Intrasporangiaceae
FGB10143	1	f__Cellulomonadaceae
FGB10154	1	f__Cellulomonadaceae
FGB10177	1	f__Streptomycetaceae
FGB10179	1	f__Streptomycetaceae
FGB10239	1	f__Streptosporangiaceae
FGB10249	1	f__Ruminococcaceae
FGB10259	1	f__Micromonosporaceae
FGB10267	1	f__Pseudonocardiaceae
FGB10277	1	f__Kineosporiaceae
FGB10283	2	f__Pseudonocardiaceae,f__Cryptosporangiaceae
FGB10300	1	f__Pseudonocardiaceae
FGB10335	1	f__Micrococcaceae
FGB10393	1	f__Microbacteriaceae
FGB10406	3	f__Rhodobacteraceae,f__Bacilli_unclassified,f__Flavobacteriaceae
FGB10414	1	f__Microbacteriaceae
FGB10421	1	f__Microbacteriaceae
FGB10429	1	f__Microbacteriaceae
FGB10434	1	f__Propionibacteriaceae
FGB10438	1	f__Microbacteriaceae
FGB10452	1	f__Microbacteriaceae
FGB10454	2	f__Mycobacteriaceae,f__Microbacteriaceae
FGB10457	1	f__Candidatus_Atribacteria_unclassified
FGB10462	1	f__Microbacteriaceae
FGB10464	1	f__Microbacteriaceae
FGB10482	2	f__Clostridia_unclassified,f__Streptococcaceae
FGB10488	1	f__Pseudomonadaceae
FGB10498	1	f__Crenarchaeota_unclassified
FGB10510	1	f__Corynebacteriaceae
FGB10511	2	f__Crenarchaeota_unclassified,f__Corynebacteriaceae
FGB10516	1	f__Candidatus_Methanollivieraceae
FGB10518	2	f__Prochloraceae,f__Corynebacteriaceae
FGB10519	2	f__Deltaproteobacteria_unclassified,f__Candidatus_Aminicenantes_unclassified
FGB10520	1	f__Prochloraceae
FGB10522	1	f__Corynebacteriaceae
FGB10528	1	f__Corynebacteriaceae
FGB10529	1	f__Streptomycetaceae
FGB10540	2	f__Calescamantes_unclassified,f__Prochloraceae
FGB10544	1	f__Halomonadaceae
FGB10546	2	f__Prochloraceae,f__Pelagibacteraceae
FGB10547	2	f__Bacillaceae,f__Actinomycetaceae
FGB10555	1	f__Corynebacteriaceae
FGB10556	2	f__Candidatus_Hydrogenedentes_unclassified,f__Bacillaceae
FGB10559	2	f__Corynebacteriaceae,f__Bacteroidaceae
FGB10572	1	f__Prochloraceae
FGB10578	2	f__Bacilli_unclassified,f__Dermabacteraceae
FGB10604	1	f__Rarobacteraceae
FGB10622	2	f__Gammaproteobacteria_unclassified,f__Bifidobacteriaceae
FGB10626	1	f__Prochloraceae
FGB10631	2	f__Planococcaceae,f__Bifidobacteriaceae
FGB10634	1	f__Candidatus_Cloacimonetes_unclassified
FGB10638	1	f__Euryarchaeota_unclassified
FGB10643	2	f__Desulfovibrionaceae,f__Pelagibacteraceae
FGB10644	2	f__Clostridia_unclassified,f__Rhodobacteraceae
FGB10648	1	f__Micrococcaceae
FGB10651	2	f__Prochloraceae,f__Microcoleaceae
FGB10658	2	f__Pontiellaceae,f__Kineosporiaceae
FGB10663	2	f__Colwelliaceae,f__Prochloraceae
FGB10666	1	f__Sphingomonadaceae
FGB10686	1	f__Mariprofundaceae
FGB10695	1	f__Pelagibacteraceae
FGB10699	2	f__Phyllobacteriaceae,f__Bacteroidaceae
FGB10728	2	f__Planctomycetes_unclassified,f__Phycisphaeraceae
FGB10737	1	f__Clostridia_unclassified
FGB10753	1	f__Bacteria_unclassified
FGB10755	1	f__Prochloraceae
FGB10765	4	f__Bacteroidales_unclassified,f__Prochloraceae,f__Lachnospiraceae,f__Candidatus_Microgenomates_unclassified
FGB10768	1	f__Prochloraceae
FGB10781	1	f__Alphaproteobacteria_unclassified
FGB10795	1	f__Propionibacteriaceae
FGB10796	1	f__Gammaproteobacteria_unclassified
FGB10797	1	f__Streptosporangiaceae
FGB10798	1	f__Alphaproteobacteria_unclassified
FGB10804	1	f__Cytophagaceae
FGB10809	1	f__Phyllobacteriaceae
FGB10847	1	f__Intrasporangiaceae
FGB10869	2	f__Prochloraceae,f__Deinococcaceae
FGB10872	1	f__Pseudonocardiaceae
FGB10905	5	f__Thaumarchaeota_unclassified,f__Pelagibacterales_unclassified,f__Clostridia_unclassified,f__Xanthomonadaceae,f__Pelagibacteraceae
FGB10914	2	f__Bacteroidales_unclassified,f__Microbacteriaceae
FGB11000	1	f__Prochloraceae
FGB11002	1	f__Streptomycetaceae
FGB11019	1	f__Streptomycetaceae
FGB11054	2	f__Alphaproteobacteria_unclassified,f__Lachnospiraceae
FGB11058	2	f__Nitrospinaceae,f__Neisseriaceae
FGB11064	2	f__Comamonadaceae,f__Nocardioidaceae
FGB11073	2	f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB11086	1	f__Prevotellaceae
FGB11096	1	f__Rhodobacteraceae
FGB11115	1	f__Rhizobiales_unclassified
FGB11117	1	f__Enterobacteriaceae
FGB11133	1	f__Candidatus_Magasanikbacteria_unclassified
FGB11167	1	f__Rhodobacteraceae
FGB11187	1	f__Synechococcaceae
FGB11209	1	f__Pelagibacteraceae
FGB11217	1	f__Streptomycetaceae
FGB11228	2	f__Thaumarchaeota_unclassified,f__Candidatus_Magasanikbacteria_unclassified
FGB11242	2	f__Alphaproteobacteria_unclassified,f__Candidatus_Magasanikbacteria_unclassified
FGB11243	1	f__Kribbellaceae
FGB11246	1	f__Comamonadaceae
FGB11250	1	f__Streptomycetaceae
FGB11275	1	f__Actinobacteria_unclassified
FGB11277	1	f__Gammaproteobacteria_unclassified
FGB11289	1	f__Candidatus_Falkowbacteria_unclassified
FGB11298	2	f__Haloarculaceae,f__Vibrionaceae
FGB11318	1	f__Paenibacillaceae
FGB11329	5	f__Prochloraceae,f__Microbacteriaceae,f__Bacteroidales_unclassified,f__Xanthomonadaceae,f__Ruminococcaceae
FGB11331	9	f__Kineosporiaceae,f__Clostridiaceae,f__Rikenellaceae,f__Rhizobiaceae,f__Oscillospiraceae,f__Prochloraceae,f__Microbacteriaceae,f__Clostridia_unclassified,f__Streptococcaceae
FGB11334	1	f__Nocardiaceae
FGB11335	2	f__Rikenellaceae,f__Rhodobacteraceae
FGB11344	2	f__Candidatus_Uhrbacteria_unclassified,f__Erythrobacteraceae
FGB11347	1	f__Campylobacteraceae
FGB11350	2	f__Gammaproteobacteria_unclassified,f__Lachnospiraceae
FGB11356	4	f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Erysipelotrichaceae,f__Fusobacteriaceae
FGB11358	2	f__Enterobacteriaceae,f__Rhodobacteraceae
FGB11375	3	f__Prochloraceae,f__Lachnospiraceae,f__Bacteroidaceae
FGB11379	1	f__Streptomycetaceae
FGB11382	1	f__Actinomycetaceae
FGB11383	2	f__Gammaproteobacteria_unclassified,f__Nostocaceae
FGB11397	3	f__Kiritimatiellae_unclassified,f__Candidatus_Marinimicrobia_unclassified,f__Oxalobacteraceae
FGB11398	1	f__Prochloraceae
FGB11414	1	f__Candidatus_Yanofskybacteria_unclassified
FGB11424	2	f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB11429	3	f__Acetobacteraceae,f__Prochloraceae,f__Clostridia_unclassified
FGB11431	1	f__Dysgonomonadaceae
FGB11440	1	f__Bradyrhizobiaceae
FGB11461	2	f__Bacteroidales_unclassified,f__Lachnospiraceae
FGB11465	2	f__Comamonadaceae,f__Microbacteriaceae
FGB11467	2	f__Bacillaceae,f__Hyphomicrobiaceae
FGB11468	6	f__Micrococcaceae,f__Bifidobacteriaceae,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Streptomycetaceae,f__Clostridia_unclassified
FGB11471	5	f__Prochloraceae,f__Pelagibacterales_unclassified,f__Lactobacillaceae,f__Staphylococcaceae,f__Pelagibacteraceae
FGB11473	3	f__Candidatus_Marinimicrobia_unclassified,f__Clostridia_unclassified,f__Halieaceae
FGB11483	8	f__Candidatus_Atribacteria_unclassified,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Pseudomonadaceae,f__Erwiniaceae,f__Enterobacteriaceae,f__Xanthomonadaceae,f__Actinobacteria_unclassified
FGB11484	18	f__Candidatus_Saccharibacteria_unclassified,f__Pseudonocardiaceae,f__Rikenellaceae,f__Oligoflexaceae,f__Rhizobiales_unclassified,f__Burkholderiaceae,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Synechococcaceae,f__Alteromonadaceae,f__Halomonadaceae,f__Pelagibacterales_unclassified,f__Lactobacillaceae,f__Candidatus_Poribacteria_unclassified,f__Clostridia_unclassified,f__Phyllobacteriaceae,f__Desulfuromonadaceae,f__Pelagibacteraceae
FGB11489	3	f__Prochloraceae,f__Bacilli_unclassified,f__Rhodobacteraceae
FGB11491	2	f__Bacteroidales_unclassified,f__Prochloraceae
FGB11493	4	f__Ruminococcaceae,f__Planctomycetes_unclassified,f__Pasteurellaceae,f__Yersiniaceae
FGB11545	1	f__Rhizobiaceae
FGB11548	3	f__Hydrogenophilales_unclassified,f__Candidatus_Staskawiczbacteria_unclassified,f__Bacteroidaceae
FGB11551	1	f__Candidatus_Staskawiczbacteria_unclassified
FGB11552	1	f__Candidatus_Staskawiczbacteria_unclassified
FGB11553	1	f__Candidatus_Staskawiczbacteria_unclassified
FGB11592	2	f__Alphaproteobacteria_unclassified,f__Micrococcaceae
FGB11614	1	f__Flavobacteriaceae
FGB11615	9	f__Planococcaceae,f__Rikenellaceae,f__Vibrionaceae,f__Alphaproteobacteria_unclassified,f__Halomonadaceae,f__Bacteroidaceae,f__Flavobacteriaceae,f__Geodermatophilaceae,f__Caulobacteraceae
FGB11620	2	f__Promicromonosporaceae,f__Cellulomonadaceae
FGB11630	15	f__Candidatus_Parcubacteria_unclassified,f__Spirochaetia_unclassified,f__Thaumarchaeota_unclassified,f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Lachnospiraceae,f__Moraxellaceae,f__Halomonadaceae,f__Deltaproteobacteria_unclassified,f__Rhodanobacteraceae,f__Clostridia_unclassified,f__Syntrophobacteraceae,f__Verrucomicrobiaceae,f__Ectothiorhodospiraceae,f__Pelagibacteraceae
FGB11658	6	f__Thaumarchaeota_unclassified,f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Microbacteriaceae,f__Clostridia_unclassified,f__Pelagibacteraceae
FGB11664	2	f__Bacteroidales_unclassified,f__Prochloraceae
FGB11675	3	f__Prochloraceae,f__Paenibacillaceae,f__Pseudomonadaceae
FGB11681	2	f__Bacillaceae,f__Paenibacillaceae
FGB11682	2	f__Comamonadaceae,f__Bacteroidaceae
FGB11707	1	f__Micrococcaceae
FGB11709	1	f__Enterococcaceae
FGB11716	2	f__Phyllobacteriaceae,f__Micromonosporaceae
FGB11721	1	f__Candidatus_Taylorbacteria_unclassified
FGB11730	1	f__Candidatus_Adlerbacteria_unclassified
FGB11732	1	f__Candidatus_Adlerbacteria_unclassified
FGB11733	2	f__Prochloraceae,f__Spirochaetia_unclassified
FGB11734	1	f__Prochloraceae
FGB11735	1	f__Erythrobacteraceae
FGB11741	1	f__Candidatus_Vogelbacteria_unclassified
FGB11744	1	f__Sphingomonadaceae
FGB11760	1	f__Pseudomonadaceae
FGB11766	2	f__Lachnospiraceae,f__Clostridia_unclassified
FGB11773	2	f__Enterobacteriaceae,f__Desulfobacteraceae
FGB11774	2	f__Enterococcaceae,f__Candidatus_Vogelbacteria_unclassified
FGB11777	2	f__Streptomycetaceae,f__Prochloraceae
FGB11779	1	f__Candidatus_Nomurabacteria_unclassified
FGB11791	1	f__Thermomonosporaceae
FGB11800	2	f__Thaumarchaeota_unclassified,f__Pelagibacteraceae
FGB11807	1	f__Synechococcaceae
FGB11810	2	f__Halobacteriales_unclassified,f__Halobacteriaceae
FGB11827	2	f__Flavobacteriaceae,f__Clostridia_unclassified
FGB11828	2	f__Microcystaceae,f__Prochloraceae
FGB11839	1	f__Pseudomonadaceae
FGB11849	1	f__Planctomycetaceae
FGB11854	2	f__Candidatus_Marinimicrobia_unclassified,f__Ruminococcaceae
FGB11878	2	f__Intrasporangiaceae,f__Dehalococcoidia_unclassified
FGB11898	2	f__Pseudomonadaceae,f__Pelagibacteraceae
FGB11952	5	f__Bacillaceae,f__Bradyrhizobiaceae,f__Rhizobiales_unclassified,f__Prochloraceae,f__Nocardioidaceae
FGB11953	2	f__Euryarchaeota_unclassified,f__Thermoplasmatales_unclassified
FGB11965	1	f__Lactobacillaceae
FGB12008	1	f__Candidatus_Levybacteria_unclassified
FGB12015	2	f__Synechococcaceae,f__Erythrobacteraceae
FGB12060	1	f__Pelagibacteraceae
FGB12076	1	f__Prochloraceae
FGB12131	2	f__Pseudoalteromonadaceae,f__Prochloraceae
FGB12138	1	f__Natrialbaceae
FGB12155	1	f__Prochloraceae
FGB12156	2	f__Pelagibacteraceae,f__Bacteroidaceae
FGB12157	1	f__Streptosporangiaceae
FGB12219	2	f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB12265	1	f__Streptomycetaceae
FGB12272	1	f__Synechococcaceae
FGB12273	2	f__Alphaproteobacteria_unclassified,f__Prochloraceae
FGB12299	2	f__Prochloraceae,f__Thermodesulfobacteriaceae
FGB12318	1	f__Vibrionaceae
FGB12320	1	f__Mycobacteriaceae
FGB12322	1	f__Streptomycetaceae
FGB12333	1	f__Psychromonadaceae
FGB12358	1	f__Erwiniaceae
FGB12367	3	f__Bacteroidales_unclassified,f__Bacilli_unclassified,f__Pelagibacteraceae
FGB12370	1	f__Actinobacteria_unclassified
FGB12395	1	f__Synechococcaceae
FGB12410	1	f__Streptosporangiaceae
FGB12419	2	f__Synechococcaceae,f__Clostridiaceae
FGB12424	2	f__Prochloraceae,f__Clostridia_unclassified
FGB12425	1	f__Thiovulaceae
FGB12428	1	f__Thiovulaceae
FGB12438	1	f__Halomonadaceae
FGB12439	1	f__Alteromonadaceae
FGB12446	1	f__Campylobacteraceae
FGB12452	2	f__Candidatus_Marinamargulisbacteria_unclassified,f__Desulfobulbaceae
FGB12506	2	f__Prochloraceae,f__Campylobacteraceae
FGB12517	3	f__Gammaproteobacteria_unclassified,f__Campylobacteraceae,f__Flavobacteriaceae
FGB12524	1	f__Campylobacteraceae
FGB12533	2	f__Phyllobacteriaceae,f__Clostridiaceae
FGB12560	1	f__Rhodobacteraceae
FGB12564	2	f__Rhodobacteraceae,f__Firmicutes_unclassified
FGB12582	2	f__Nocardioidaceae,f__Bartonellaceae
FGB12597	1	f__Bacteroidales_unclassified
FGB12598	1	f__Flavobacteriaceae
FGB12599	1	f__Candidatus_Moranbacteria_unclassified
FGB12601	2	f__Prochloraceae,f__Burkholderiaceae
FGB12602	2	f__Alteromonadaceae,f__Clostridia_unclassified
FGB12609	2	f__Lactobacillaceae,f__Pseudomonadaceae
FGB12610	5	f__Prochloraceae,f__Pseudomonadaceae,f__Bacteroidales_unclassified,f__Streptomycetaceae,f__Erwiniaceae
FGB12624	3	f__Halieaceae,f__Helicobacteraceae,f__Pelagibacteraceae
FGB12626	1	f__Actinobacteria_unclassified
FGB12632	2	f__Streptomycetaceae,f__Bacillaceae
FGB12639	2	f__Desulfovibrionaceae,f__Micrococcaceae
FGB12640	3	f__Prochloraceae,f__Tissierellaceae,f__Paenibacillaceae
FGB12642	1	f__Puniceicoccaceae
FGB12646	3	f__Erwiniaceae,f__Prochloraceae,f__Synechococcaceae
FGB12650	1	f__Puniceicoccaceae
FGB12659	2	f__Bacteroidales_unclassified,f__Gammaproteobacteria_unclassified
FGB12660	2	f__Nitrosopumilaceae,f__Pelagibacteraceae
FGB12704	4	f__Burkholderiales_unclassified,f__Prochloraceae,f__Rhodobacteraceae,f__Bacteroidaceae
FGB12706	1	f__Oxalobacteraceae
FGB12709	5	f__Thioalkalibacteraceae,f__Rhizobiales_unclassified,f__Rhizobiaceae,f__Streptomycetaceae,f__Zoogloeaceae
FGB12710	2	f__Clostridia_unclassified,f__Oceanospirillaceae
FGB12711	6	f__Desulfobulbaceae,f__Clostridiaceae,f__Planctomycetaceae,f__Cytophagaceae,f__Actinobacteria_unclassified,f__Pelagibacteraceae
FGB12716	2	f__Colwelliaceae,f__Pelagibacteraceae
FGB12717	1	f__Streptomycetaceae
FGB12727	2	f__Kiritimatiellae_unclassified,f__Candidatus_Collierbacteria_unclassified
FGB12757	3	f__Atopobiaceae,f__Prochloraceae,f__Lachnospiraceae
FGB12760	20	f__Prochloraceae,f__Lactobacillaceae,f__Pectobacteriaceae,f__Spirochaetia_unclassified,f__Bacteroidales_unclassified,f__Erwiniaceae,f__Clostridia_unclassified,f__Xanthomonadaceae,f__Campylobacteraceae,f__Vibrionaceae,f__Alphaproteobacteria_unclassified,f__Microbacteriaceae,f__Pseudomonadaceae,f__Colwelliaceae,f__Verrucomicrobiaceae,f__Selenomonadaceae,f__Nocardioidaceae,f__Sphingobacteriaceae,f__Sulfolobales_unclassified,f__Ruminococcaceae
FGB12762	9	f__Mycoplasmataceae,f__Clostridiaceae,f__Vibrionaceae,f__Alteromonadaceae,f__Pseudomonadaceae,f__Acidaminococcaceae,f__Desulfovibrionaceae,f__Bacteroidales_unclassified,f__Beijerinckiaceae
FGB12763	7	f__Comamonadaceae,f__Cytophagaceae,f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Synechococcaceae,f__Bacteroidales_unclassified,f__Enterobacteriaceae
FGB12768	2	f__Alphaproteobacteria_unclassified,f__Streptomycetaceae
FGB12769	2	f__Bacteroidales_unclassified,f__Sphingobacteriaceae
FGB12819	2	f__Ruminococcaceae,f__Betaproteobacteria_unclassified
FGB12825	2	f__Hafniaceae,f__Yersiniaceae
FGB12844	1	f__Actinobacteria_unclassified
FGB12921	1	f__Methylophilaceae
FGB12958	1	f__Prochloraceae
FGB12988	1	f__Bradyrhizobiaceae
FGB13017	2	f__Nocardioidaceae,f__Alcaligenaceae
FGB13066	1	f__Prochloraceae
FGB13074	1	f__Halorubraceae
FGB13088	2	f__Prochloraceae,f__Rhizobiales_unclassified
FGB13090	2	f__Peptococcaceae,f__Clostridia_unclassified
FGB13108	2	f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB13121	2	f__Micromonosporaceae,f__Bacteroidaceae
FGB13130	3	f__Lentisphaeria_unclassified,f__Enterobacteriaceae,f__Clostridia_unclassified
FGB13145	2	f__Polyangiaceae,f__Micrococcaceae
FGB13147	2	f__Erwiniaceae,f__Rhodobacteraceae
FGB13148	1	f__Lachnospiraceae
FGB13195	2	f__Lactobacillaceae,f__Prochloraceae
FGB13207	1	f__Sphingomonadaceae
FGB13209	2	f__Lachnospiraceae,f__Rhodobacteraceae
FGB13220	2	f__Prochloraceae,f__Synechococcaceae
FGB13223	2	f__Mycoplasmataceae,f__Sphingobacteriaceae
FGB13225	1	f__Prochloraceae
FGB13267	1	f__Rhodobacteraceae
FGB13277	1	f__Bogoriellaceae
FGB13303	1	f__Xanthomonadaceae
FGB13311	3	f__Sphingobacteriaceae,f__Prochloraceae,f__Lachnospiraceae
FGB13317	2	f__Gammaproteobacteria_unclassified,f__Erwiniaceae
FGB13326	1	f__Prochloraceae
FGB13329	1	f__Thermococcaceae
FGB13341	1	f__Pseudomonadaceae
FGB13413	8	f__Pseudonocardiaceae,f__Bacillaceae,f__Alphaproteobacteria_unclassified,f__Mycobacteriaceae,f__Prochloraceae,f__Erwiniaceae,f__Flavobacteriaceae,f__Actinobacteria_unclassified
FGB13509	2	f__Alphaproteobacteria_unclassified,f__Prochloraceae
FGB13524	2	f__Prochloraceae,f__Chloroflexi_unclassified
FGB13546	2	f__Weeksellaceae,f__Methylobacteriaceae
FGB13564	1	f__Streptomycetaceae
FGB13590	2	f__Maricaulaceae,f__Microbacteriaceae
FGB13606	1	f__Prochloraceae
FGB13625	1	f__Erwiniaceae
FGB13654	2	f__Nocardioidaceae,f__Erwiniaceae
FGB13701	2	f__Alphaproteobacteria_unclassified,f__Methanophagales_unclassified
FGB13749	1	f__Pseudomonadaceae
FGB13775	1	f__Prochloraceae
FGB13793	2	f__Prochloraceae,f__Flavobacteriaceae
FGB13797	4	f__Prochloraceae,f__Cellulomonadaceae,f__Erysipelotrichaceae,f__Lachnospiraceae
FGB13803	1	f__Enterobacteriaceae
FGB13816	1	f__Streptomycetaceae
FGB13825	2	f__Candidatus_Atribacteria_unclassified,f__Bacteria_unclassified
FGB13828	1	f__Enterobacteriaceae
FGB13833	1	f__Geodermatophilaceae
FGB13835	5	f__Rhizobiales_unclassified,f__Synechococcaceae,f__Pelagibacterales_unclassified,f__Spiroplasmataceae,f__Clostridia_unclassified
FGB13836	10	f__Comamonadaceae,f__Rhodobacteraceae,f__Bacteroidetes_unclassified,f__Prochloraceae,f__Alteromonadaceae,f__Haloarculaceae,f__Nitrospirales_unclassified,f__Sphingobacteriaceae,f__Flavobacteriaceae,f__Pelagibacteraceae
FGB13839	3	f__Cyclobacteriaceae,f__Prochloraceae,f__Flavobacteriaceae
FGB13842	1	f__Methylobacteriaceae
FGB13850	2	f__Streptomycetaceae,f__Rikenellaceae
FGB13852	26	f__Rikenellaceae,f__Prochloraceae,f__Clostridiaceae,f__Burkholderiaceae,f__Erwiniaceae,f__Clostridia_unclassified,f__Xanthomonadaceae,f__Phyllobacteriaceae,f__Kineosporiaceae,f__Rhodobacteraceae,f__Alphaproteobacteria_unclassified,f__Enterococcaceae,f__Microbacteriaceae,f__Streptomycetaceae,f__Verrucomicrobia_unclassified,f__Sphingomonadaceae,f__Pelagibacteraceae,f__Comamonadaceae,f__Desulfobulbaceae,f__Pseudonocardiaceae,f__Micrococcaceae,f__Haloarculaceae,f__Chitinophagaceae,f__Desulfovibrionaceae,f__Flavobacteriaceae,f__Synergistetes_unclassified
FGB13861	2	f__Gammaproteobacteria_unclassified,f__Firmicutes_unclassified
FGB13899	1	f__Desulfobacteraceae
FGB13904	2	f__Microbacteriaceae,f__Pelagibacteraceae
FGB13907	2	f__Pelagibacterales_unclassified,f__Pelagibacteraceae
FGB13922	3	f__Rhizobiaceae,f__Prochloraceae,f__Burkholderiales_unclassified
FGB13924	6	f__Candidatus_Marinamargulisbacteria_unclassified,f__Bacillaceae,f__Eggerthellaceae,f__Moraxellaceae,f__Streptomycetaceae,f__Pelagibacteraceae
FGB13929	2	f__Acholeplasmataceae,f__Enterobacteriaceae
FGB13933	1	f__Phyllobacteriaceae
FGB13947	2	f__Prochloraceae,f__Deltaproteobacteria_unclassified
FGB13958	1	f__Streptomycetaceae
FGB13963	2	f__Clostridia_unclassified,f__Rhodobacteraceae
FGB13964	2	f__Candidatus_Kryptonia_unclassified,f__Alteromonadaceae
FGB13965	2	f__Cytophagaceae,f__Bacteroidaceae
FGB13979	2	f__Bacteria_unclassified,f__Clostridia_unclassified
FGB13983	2	f__Rhodobacteraceae,f__Pelagibacteraceae
FGB13987	4	f__Streptomycetaceae,f__Prochloraceae,f__Paenibacillaceae,f__Bacteroidaceae
FGB13988	10	f__Spirochaetia_unclassified,f__Cytophagaceae,f__Erysipelotrichaceae,f__Streptococcaceae,f__Aurantimonadaceae,f__Bacteroidaceae,f__Clostridia_unclassified,f__Zoogloeaceae,f__Burkholderiales_unclassified,f__Methylobacteriaceae
FGB14013	1	f__Xanthomonadaceae
FGB14032	1	f__Chitinophagaceae
FGB14034	2	f__Microbacteriaceae,f__Burkholderiaceae
FGB14043	2	f__Phyllobacteriaceae,f__Actinobacteria_unclassified
FGB14046	2	f__Prochloraceae,f__Synechococcaceae
FGB14052	1	f__Nocardiaceae
FGB14094	1	f__Hymenobacteraceae
FGB14096	2	f__Coleofasciculaceae,f__Microcoleaceae
FGB14121	2	f__Dysgonomonadaceae,f__Clostridia_unclassified
FGB14124	1	f__Candidatus_Uhrbacteria_unclassified
FGB14177	2	f__Cytophagaceae,f__Pelagibacteraceae
FGB14182	2	f__Streptomycetaceae,f__Clostridia_unclassified
FGB14196	4	f__Nitrososphaerales_unclassified,f__Pelagibacterales_unclassified,f__Micrococcaceae,f__Pelagibacteraceae
FGB14212	1	f__Mycoplasmataceae
FGB14218	2	f__Acetobacteraceae,f__Flavobacteriaceae
FGB14228	2	f__Erwiniaceae,f__Flavobacteriaceae
FGB14235	1	f__Alphaproteobacteria_unclassified
FGB14237	3	f__Prochloraceae,f__Bacilli_unclassified,f__Flavobacteriaceae
FGB14239	5	f__Prochloraceae,f__Lachnospiraceae,f__Chromobacteriaceae,f__Erwiniaceae,f__Actinobacteria_unclassified
FGB14240	1	f__Rhabdochlamydiaceae
FGB14241	2	f__Prochloraceae,f__Clostridia_unclassified
FGB14244	2	f__Nocardioidaceae,f__Spirochaetia_unclassified
FGB14250	1	f__Prochloraceae
FGB14260	2	f__Alcaligenaceae,f__Oxalobacteraceae
FGB14261	2	f__Phyllobacteriaceae,f__Pelagibacteraceae
FGB14263	3	f__Rhizobiaceae,f__Bacilli_unclassified,f__Roseivirgaceae
FGB14264	2	f__Zetaproteobacteria_unclassified,f__Bacteroidaceae
FGB14268	16	f__Pseudoalteromonadaceae,f__Desulfohalobiaceae,f__Methylococcaceae,f__Prochloraceae,f__Synechococcaceae,f__Pasteuriaceae,f__Ruaniaceae,f__Haloarculaceae,f__Sphingobacteriaceae,f__Sphingomonadaceae,f__Flavobacteriaceae,f__Clostridia_unclassified,f__Burkholderiales_unclassified,f__Verrucomicrobia_unclassified,f__Streptococcaceae,f__Pelagibacteraceae
FGB14269	1	f__Flavobacteriaceae
FGB14270	2	f__Flavobacteriaceae,f__Chitinophagaceae
FGB14271	4	f__Comamonadaceae,f__Rhodanobacteraceae,f__Methylobacteriaceae,f__Pelagibacteraceae
FGB14272	1	f__Prochloraceae
FGB14293	1	f__Alcaligenaceae
FGB14294	3	f__Nitrospinaceae,f__Prochloraceae,f__Microbacteriaceae
FGB14299	1	f__Flavobacteriaceae
FGB14300	2	f__Prochloraceae,f__Flavobacteriaceae
FGB14308	1	f__Flavobacteriaceae
FGB14319	1	f__Flavobacteriaceae
FGB14325	2	f__Sphingobacteriaceae,f__Flavobacteriaceae
FGB14326	2	f__Flavobacteriaceae,f__Cytophagaceae
FGB14333	2	f__Lactobacillaceae,f__Synechococcaceae
FGB14346	2	f__Prochloraceae,f__Synechococcaceae
FGB14348	1	f__Sphingobacteriaceae
FGB14349	1	f__Prochloraceae
FGB14350	2	f__Prochloraceae,f__Sphingobacteriaceae
FGB14356	1	f__Sphingomonadaceae
