FGB ID	Number of Families	Family names
FGB6677	2	f__Erysipelotrichaceae,f__Bacteroidaceae
FGB6679	1	f__Amoebophilaceae
FGB6683	1	f__Mycoplasmataceae
FGB6685	1	f__Mycoplasmataceae
FGB6689	1	f__Mycoplasmataceae
FGB6691	1	f__Pelagibacteraceae
FGB6710	1	f__Calotrichaceae
FGB6715	1	f__Pseudanabaenaceae
FGB6719	1	f__Hyellaceae
FGB6721	3	f__Cyanothecaceae,f__Aphanothecaceae,f__Cyanobacteria_unclassified
FGB6726	1	f__Oscillatoriaceae
FGB6730	1	f__Thiotrichaceae
FGB6735	1	f__Cellvibrionaceae
FGB6736	2	f__Thiofilaceae,f__Thiolinaceae
FGB6744	1	f__Oceanospirillaceae
FGB6747	5	f__Alteromonadales_unclassified,f__Gammaproteobacteria_unclassified,f__Cellvibrionaceae,f__Ferrimonadaceae,f__Oceanospirillaceae
FGB6753	1	f__Eubacteriaceae
FGB6757	2	f__Oscillospiraceae,f__Clostridiales_Family_XIII_Incertae_Sedis
FGB6771	1	f__Fusobacteriaceae
FGB6779	1	f__Clostridiaceae
FGB6780	2	f__Peptostreptococcaceae,f__Clostridiaceae
FGB6782	1	f__Clostridiaceae
FGB6787	1	f__Paenibacillaceae
FGB6788	1	f__Paenibacillaceae
FGB6790	1	f__Paenibacillaceae
FGB6791	1	f__Paenibacillaceae
FGB6793	1	f__Paenibacillaceae
FGB6797	1	f__Paenibacillaceae
FGB6801	1	f__Paenibacillaceae
FGB6805	1	f__Bacillaceae
FGB6811	1	f__Paenibacillaceae
FGB6812	1	f__Paenibacillaceae
FGB6820	1	f__Christensenellaceae
FGB6825	1	f__Ruminococcaceae
FGB6838	1	f__Lachnospiraceae
FGB6840	2	f__Clostridiales_unclassified,f__Defluviitaleaceae
FGB6849	1	f__Peptoniphilaceae
FGB6858	2	f__Lactobacillaceae,f__Bacteria_unclassified
FGB6865	2	f__Desulfovibrionaceae,f__Prevotellaceae
FGB6869	1	f__Carnobacteriaceae
FGB6876	1	f__Sporolactobacillaceae
FGB6883	1	f__Bacillaceae
FGB6884	1	f__Bacillaceae
FGB6886	1	f__Sporolactobacillaceae
FGB6887	2	f__Bacillaceae,f__Bacillales_Family_X_Incertae_Sedis
FGB6892	1	f__Planococcaceae
FGB6897	1	f__Bacillaceae
FGB6901	1	f__Bacillaceae
FGB6913	1	f__Candidatus_Atribacteria_unclassified
FGB6914	2	f__Peptostreptococcaceae,f__Ruminococcaceae
FGB6920	1	f__Peptococcaceae
FGB6930	1	f__Thermoactinomycetaceae
FGB6933	1	f__Clostridiaceae
FGB6947	2	f__Sporomusaceae,f__Veillonellaceae
FGB6948	1	f__Sporomusaceae
FGB6952	1	f__Halobacteroidaceae
FGB6955	1	f__Clostridiales_unclassified
FGB6958	1	f__Alicyclobacillaceae
FGB6959	1	f__Alicyclobacillaceae
FGB6960	1	f__Alicyclobacillaceae
FGB6968	3	f__Peptococcaceae,f__Hungateiclostridiaceae,f__Tissierellaceae
FGB6969	2	f__Peptococcaceae,f__Syntrophomonadaceae
FGB6974	1	f__Methylocystaceae
FGB6981	1	f__Cohaesibacteraceae
FGB6989	1	f__Rhodobacteraceae
FGB6994	1	f__Kiloniellaceae
FGB6995	1	f__Bacteria_unclassified
FGB7006	1	f__Acidobacteriaceae
FGB7007	1	f__Acidobacteriaceae
FGB7008	1	f__Acidobacteriaceae
FGB7013	1	f__Psychromonadaceae
FGB7014	1	f__Oceanospirillaceae
FGB7017	1	f__Coxiellaceae
FGB7031	1	f__Gallionellaceae
FGB7036	1	f__Burkholderiaceae
FGB7049	1	f__Succinivibrionaceae
FGB7057	1	f__Piscirickettsiaceae
FGB7058	1	f__Piscirickettsiaceae
FGB7061	1	f__Alteromonadaceae
FGB7063	1	f__Alteromonadaceae
FGB7071	1	f__Pasteurellaceae
FGB7075	1	f__Gammaproteobacteria_unclassified
FGB7076	1	f__Alteromonadaceae
FGB7082	1	f__Ferrimonadaceae
FGB7083	1	f__Moritellaceae
FGB7087	1	f__Yersiniaceae
FGB7092	1	f__Alcanivoracaceae
FGB7101	1	f__Kordiimonadaceae
FGB7105	1	f__Rhodobacteraceae
FGB7106	1	f__Rhodobacteraceae
FGB7110	1	f__Sphingomonadaceae
FGB7111	2	f__Sphingomonadaceae,f__Erythrobacteraceae
FGB7119	1	f__Rhizobiales_unclassified
FGB7124	2	f__Rhodothalassiaceae,f__Rhodospirillaceae
FGB7125	1	f__Rhodospirillaceae
FGB7130	1	f__Burkholderiales_unclassified
FGB7131	1	f__Ectothiorhodospiraceae
FGB7133	2	f__Alteromonadales_unclassified,f__Cellvibrionaceae
FGB7142	2	f__Oceanospirillales_unclassified,f__Endozoicomonadaceae
FGB7145	1	f__Gammaproteobacteria_unclassified
FGB7146	2	f__Granulosicoccaceae,f__Ectothiorhodospiraceae
FGB7147	1	f__Hahellaceae
FGB7149	2	f__Gammaproteobacteria_unclassified,f__Halomonadaceae
FGB7157	1	f__Endozoicomonadaceae
FGB7159	2	f__Saccharospirillaceae,f__Bacteria_unclassified
FGB7161	1	f__Microbulbiferaceae
FGB7162	1	f__Halomonadaceae
FGB7166	2	f__Thioalkalibacteraceae,f__Hydrogenophilaceae
FGB7170	2	f__Algiphilaceae,f__Sinobacteraceae
FGB7173	1	f__Moraxellaceae
FGB7181	1	f__Rubrobacteraceae
FGB7189	1	f__Bacillaceae
FGB7193	1	f__Chloroflexaceae
FGB7194	1	f__Oscillochloridaceae
FGB7195	2	f__Oscillochloridaceae,f__Chloroflexales_unclassified
FGB7199	1	f__Sinobacteraceae
FGB7200	1	f__Bradymonadaceae
FGB7210	1	f__Desulfuromonadaceae
FGB7211	1	f__Solibacteraceae
FGB7214	1	f__Blastocatellia_unclassified
FGB7215	1	f__Gemmataceae
FGB7222	1	f__Synergistaceae
FGB7225	1	f__Holophagaceae
FGB7229	1	f__Actinobacteria_unclassified
FGB7232	1	f__Microbacteriaceae
FGB7233	1	f__Balneolaceae
FGB7244	1	f__Actinomycetaceae
FGB7246	1	f__Actinomycetaceae
FGB7251	5	f__Solirubrobacteraceae,f__Conexibacteraceae,f__Solirubrobacterales_unclassified,f__Patulibacteraceae,f__Gaiellaceae
FGB7257	4	f__Nitriliruptoraceae,f__Euzebyaceae,f__Egibacteraceae,f__Egicoccaceae
FGB7258	1	f__Ilumatobacteraceae
FGB7263	2	f__Dermacoccaceae,f__Dermatophilaceae
FGB7265	2	f__Jonesiaceae,f__Micrococcales_unclassified
FGB7268	1	f__Microbacteriaceae
FGB7271	1	f__Geodermatophilaceae
FGB7275	1	f__Deltaproteobacteria_unclassified
FGB7276	1	f__Desulfobulbaceae
FGB7282	1	f__Desulfovibrionaceae
FGB7291	1	f__Desulfonatronaceae
FGB7292	1	f__Desulfohalobiaceae
FGB8006	1	f__Acidimicrobiales_unclassified
FGB8013	1	f__Acidimicrobiales_unclassified
FGB10406	3	f__Rhodobacteraceae,f__Flavobacteriaceae,f__Pelagibacteraceae
FGB10422	1	f__Rhizobiaceae
FGB10457	1	f__Candidatus_Atribacteria_unclassified
FGB10470	1	f__Prochloraceae
FGB10471	2	f__Prochloraceae,f__Deltaproteobacteria_unclassified
FGB10473	2	f__Candidatus_Latescibacteria_unclassified,f__Caulobacteraceae
FGB10485	1	f__Synechococcaceae
FGB10488	1	f__Pseudomonadaceae
FGB10498	1	f__Crenarchaeota_unclassified
FGB10511	1	f__Crenarchaeota_unclassified
FGB10512	2	f__Cellulomonadaceae,f__Verrucomicrobia_unclassified
FGB10518	2	f__Prochloraceae,f__Pelagibacteraceae
FGB10519	2	f__Deltaproteobacteria_unclassified,f__Candidatus_Aminicenantes_unclassified
FGB10520	1	f__Prochloraceae
FGB10540	3	f__Candidatus_Calescamantes_unclassified,f__Prochloraceae,f__Candidatus_Parcubacteria_unclassified
FGB10546	2	f__Prochloraceae,f__Pelagibacteraceae
FGB10556	2	f__Candidatus_Hydrogenedentes_unclassified,f__Bacillaceae
FGB10572	1	f__Prochloraceae
FGB10624	1	f__Rhizobiaceae
FGB10626	2	f__Candidatus_Aerophobetes_unclassified,f__Prochloraceae
FGB10631	1	f__Planococcaceae
FGB10634	3	f__Nocardioidaceae,f__Chloroflexi_unclassified,f__Candidatus_Cloacimonetes_unclassified
FGB10635	4	f__Marinilabiliaceae,f__Enterobacteriaceae,f__Candidatus_Aminicenantes_unclassified,f__Pelagibacteraceae
FGB10644	4	f__Prochloraceae,f__Enterobacteriaceae,f__Rhodobacteraceae,f__Vibrionaceae
FGB10646	2	f__Prochloraceae,f__Firmicutes_unclassified
FGB10648	1	f__Micrococcaceae
FGB10651	2	f__Mycobacteriaceae,f__Prochloraceae
FGB10658	2	f__Kineosporiaceae,f__Kiritimatiellales_unclassified
FGB10663	2	f__Colwelliaceae,f__Prochloraceae
FGB10669	2	f__Bacteria_unclassified,f__Candidatus_Aminicenantes_unclassified
FGB10681	1	f__Prochloraceae
FGB10686	1	f__Mariprofundaceae
FGB10692	1	f__Candidatus_Fervidibacteria_unclassified
FGB10695	1	f__Pelagibacteraceae
FGB10702	1	f__Candidatus_Cloacimonetes_unclassified
FGB10751	2	f__Prochloraceae,f__Idiomarinaceae
FGB10755	1	f__Prochloraceae
FGB10765	5	f__Candidatus_Microgenomates_unclassified,f__Prochloraceae,f__Enterobacteriaceae,f__Candidatus_Gracilibacteria_unclassified,f__Ruminococcaceae
FGB10767	1	f__Prochloraceae
FGB10768	1	f__Prochloraceae
FGB10781	1	f__Alphaproteobacteria_unclassified
FGB10795	1	f__Propionibacteriaceae
FGB10796	1	f__Gammaproteobacteria_unclassified
FGB10798	1	f__Alphaproteobacteria_unclassified
FGB10804	2	f__Chlamydiaceae,f__Cytophagaceae
FGB10821	2	f__Prochloraceae,f__Pseudonocardiaceae
FGB10905	2	f__Thaumarchaeota_unclassified,f__Pelagibacteraceae
FGB10940	1	f__Candidatus_Aminicenantes_unclassified
FGB11000	1	f__Prochloraceae
FGB11027	2	f__Candidatus_Atribacteria_unclassified,f__Alphaproteobacteria_unclassified
FGB11054	2	f__Alphaproteobacteria_unclassified,f__Synechococcaceae
FGB11057	1	f__Prochloraceae
FGB11058	2	f__Nitrospinaceae,f__Neisseriaceae
FGB11064	2	f__Comamonadaceae,f__Chlamydiaceae
FGB11115	1	f__Rhizobiales_unclassified
FGB11187	1	f__Synechococcaceae
FGB11209	1	f__Pelagibacteraceae
FGB11213	2	f__Leuconostocaceae,f__Clostridiaceae
FGB11250	1	f__Streptomycetaceae
FGB11275	1	f__Actinobacteria_unclassified
FGB11277	1	f__Gammaproteobacteria_unclassified
FGB11318	2	f__Kineosporiaceae,f__Paenibacillaceae
FGB11320	2	f__Rhizobiaceae,f__Prochloraceae
FGB11329	3	f__Prochloraceae,f__Microbacteriaceae,f__Thaumarchaeota_unclassified
FGB11331	6	f__Kineosporiaceae,f__Rhizobiaceae,f__Prochloraceae,f__Microbacteriaceae,f__Streptococcaceae,f__Pelagibacteraceae
FGB11333	4	f__Promicromonosporaceae,f__Halobacteriales_unclassified,f__Bacillaceae,f__Oxalobacteraceae
FGB11334	1	f__Nocardiaceae
FGB11335	1	f__Rhodobacteraceae
FGB11356	8	f__Nocardiaceae,f__Thaumarchaeota_unclassified,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Pseudomonadaceae,f__Candidatus_Cloacimonetes_unclassified,f__Thermotogae_unclassified,f__Sphingomonadaceae
FGB11358	3	f__Prochloraceae,f__Bacillaceae,f__Enterobacteriaceae
FGB11359	2	f__Mycobacteriaceae,f__Deltaproteobacteria_unclassified
FGB11371	2	f__Synechococcaceae,f__Enterobacteriaceae
FGB11375	2	f__Prochloraceae,f__Oxalobacteraceae
FGB11378	1	f__Candidatus_Marinimicrobia_unclassified
FGB11379	2	f__Streptomycetaceae,f__Prochloraceae
FGB11383	2	f__Gammaproteobacteria_unclassified,f__Nostocaceae
FGB11397	2	f__Candidatus_Marinimicrobia_unclassified,f__Oxalobacteraceae
FGB11398	1	f__Prochloraceae
FGB11412	1	f__Prochloraceae
FGB11427	1	f__Promicromonosporaceae
FGB11429	6	f__Acetobacteraceae,f__Listeriaceae,f__Prochloraceae,f__Microbacteriaceae,f__Pseudomonadaceae,f__Sphingomonadaceae
FGB11431	2	f__Anaplasmataceae,f__Dysgonamonadaceae
FGB11434	2	f__Candidatus_Microgenomates_unclassified,f__Pseudomonadaceae
FGB11467	2	f__Bacillaceae,f__Hyphomicrobiaceae
FGB11468	5	f__Micrococcaceae,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Candidatus_Calescamantes_unclassified,f__Streptomycetaceae
FGB11471	7	f__Thaumarchaeota_unclassified,f__Prochloraceae,f__Pseudomonadaceae,f__Lactobacillaceae,f__Enterobacteriaceae,f__Streptococcaceae,f__Pelagibacteraceae
FGB11474	2	f__Streptomycetaceae,f__Verrucomicrobia_unclassified
FGB11483	9	f__Candidatus_Atribacteria_unclassified,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Gammaproteobacteria_unclassified,f__Gemmatimonadetes_unclassified,f__Pseudomonadaceae,f__Erwiniaceae,f__Enterobacteriaceae,f__Actinobacteria_unclassified
FGB11484	20	f__Candidatus_Saccharibacteria_unclassified,f__Zetaproteobacteria_unclassified,f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Candidatus_Aerophobetes_unclassified,f__Burkholderiaceae,f__Erwiniaceae,f__Oligoflexaceae,f__Rhizobiales_unclassified,f__Alphaproteobacteria_unclassified,f__Alteromonadaceae,f__Candidatus_Cloacimonetes_unclassified,f__Firmicutes_unclassified,f__Pelagibacteraceae,f__Pseudonocardiaceae,f__Synechococcaceae,f__Halomonadaceae,f__Chromobacteriaceae,f__Candidatus_Poribacteria_unclassified,f__Desulfuromonadaceae
FGB11489	4	f__Prochloraceae,f__Candidatus_Diapherotrites_unclassified,f__Thermoproteaceae,f__Candidatus_Latescibacteria_unclassified
FGB11491	4	f__Mycoplasmatales_unclassified,f__Prochloraceae,f__Enterobacteriaceae,f__Pseudomonadaceae
FGB11493	2	f__Pasteurellaceae,f__Yersiniaceae
FGB11545	2	f__Rhizobiaceae,f__Prochloraceae
FGB11577	2	f__Micrococcaceae,f__Vibrionaceae
FGB11592	3	f__Burkholderiaceae,f__Micrococcaceae,f__Staphylococcaceae
FGB11615	9	f__Planococcaceae,f__Vibrionaceae,f__Rhizobiaceae,f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Halomonadaceae,f__Planctomycetes_unclassified,f__Flavobacteriaceae,f__Geodermatophilaceae
FGB11630	16	f__Pelagibacteraceae,f__Campylobacteraceae,f__Bacillaceae,f__Candidatus_Parcubacteria_unclassified,f__Thaumarchaeota_unclassified,f__Conexibacteraceae,f__Prochloraceae,f__Candidatus_Tectomicrobia_unclassified,f__Synechococcaceae,f__Halomonadaceae,f__Enterobacteriaceae,f__Xanthomonadaceae,f__Syntrophobacteraceae,f__Deltaproteobacteria_unclassified,f__Cyanobacteria_unclassified,f__Caulobacteraceae
FGB11658	10	f__Thaumarchaeota_unclassified,f__Rhizobiales_unclassified,f__Candidatus_Microgenomates_unclassified,f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Synechococcaceae,f__Microbacteriaceae,f__Bacteria_unclassified,f__Candidatus_Aminicenantes_unclassified,f__Pelagibacteraceae
FGB11664	1	f__Prochloraceae
FGB11675	2	f__Prochloraceae,f__Paenibacillaceae
FGB11681	2	f__Bacillaceae,f__Paenibacillaceae
FGB11682	2	f__Comamonadaceae,f__Streptomycetaceae
FGB11734	1	f__Prochloraceae
FGB11735	1	f__Erythrobacteraceae
FGB11749	1	f__Pseudomonadaceae
FGB11760	3	f__Rhizobiaceae,f__Prochloraceae,f__Pseudomonadaceae
FGB11776	1	f__Intrasporangiaceae
FGB11777	2	f__Streptomycetaceae,f__Prochloraceae
FGB11800	2	f__Euryarchaeota_unclassified,f__Pelagibacteraceae
FGB11807	1	f__Synechococcaceae
FGB11810	2	f__Streptomycetaceae,f__Halobacteriales_unclassified
FGB11828	3	f__Prochloraceae,f__Deltaproteobacteria_unclassified,f__Pelagibacteraceae
FGB11848	2	f__Flammeovirgaceae,f__Gammaproteobacteria_unclassified
FGB11878	2	f__Intrasporangiaceae,f__Dehalococcoidia_unclassified
FGB11898	1	f__Pelagibacteraceae
FGB11910	1	f__Prochloraceae
FGB11917	2	f__Rhizobiaceae,f__Bacteroidetes_unclassified
FGB11928	1	f__Firmicutes_unclassified
FGB11952	5	f__Bacillaceae,f__Rhizobiales_unclassified,f__Prochloraceae,f__Nocardioidaceae,f__Polyangiaceae
FGB11953	4	f__Comamonadaceae,f__Euryarchaeota_unclassified,f__Thermoplasmatales_unclassified,f__Betaproteobacteria_unclassified
FGB11999	2	f__Synechococcaceae,f__Micrococcaceae
FGB12015	4	f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Synechococcaceae,f__Erythrobacteraceae
FGB12072	2	f__Moraxellaceae,f__Xanthobacteraceae
FGB12076	1	f__Prochloraceae
FGB12131	4	f__Pseudoalteromonadaceae,f__Proteobacteria_unclassified,f__Prochloraceae,f__Erwiniaceae
FGB12139	1	f__Thaumarchaeota_unclassified
FGB12155	1	f__Prochloraceae
FGB12205	2	f__Prochloraceae,f__Oxalobacteraceae
FGB12252	1	f__Alcaligenaceae
FGB12273	3	f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Zoogloeaceae
FGB12289	1	f__Bacteroidetes_unclassified
FGB12320	2	f__Candidatus_Saccharibacteria_unclassified,f__Mycobacteriaceae
FGB12333	2	f__Psychromonadaceae,f__Bacillaceae
FGB12358	1	f__Erwiniaceae
FGB12373	2	f__Candidatus_Calescamantes_unclassified,f__Prochloraceae
FGB12374	2	f__Bacteria_unclassified,f__Methanomicrobiaceae
FGB12378	2	f__Listeriaceae,f__Prochloraceae
FGB12380	1	f__Prochloraceae
FGB12395	2	f__Synechococcaceae,f__Pseudomonadaceae
FGB12401	2	f__Alteromonadaceae,f__Candidatus_Cloacimonetes_unclassified
FGB12452	2	f__Candidatus_Marinamargulisbacteria_unclassified,f__Desulfobulbaceae
FGB12548	2	f__Kineosporiaceae,f__Micromonosporaceae
FGB12555	1	f__Idiomarinaceae
FGB12598	1	f__Flavobacteriaceae
FGB12601	3	f__Prochloraceae,f__Burkholderiaceae,f__Pelagibacteraceae
FGB12607	3	f__Prochloraceae,f__Cellulomonadaceae,f__Pseudonocardiaceae
FGB12609	2	f__Lactobacillaceae,f__Pseudomonadaceae
FGB12610	7	f__Prochloraceae,f__Synechococcaceae,f__Pseudomonadaceae,f__Nocardioidaceae,f__Streptomycetaceae,f__Erwiniaceae,f__Gaiellaceae
FGB12612	1	f__Burkholderiaceae
FGB12619	1	f__Candidatus_Marinimicrobia_unclassified
FGB12631	2	f__Prochloraceae,f__Pelagibacteraceae
FGB12632	2	f__Streptomycetaceae,f__Bacillaceae
FGB12639	2	f__Desulfovibrionaceae,f__Micrococcaceae
FGB12640	5	f__Prochloraceae,f__Idiomarinaceae,f__Paenibacillaceae,f__Candidatus_Diapherotrites_unclassified,f__Tissierellaceae
FGB12646	4	f__Erwiniaceae,f__Synechococcaceae,f__Euryarchaeota_unclassified,f__Prochloraceae
FGB12647	2	f__Erwiniaceae,f__Actinobacteria_unclassified
FGB12654	1	f__Prochloraceae
FGB12660	2	f__Nitrosopumilaceae,f__Pelagibacteraceae
FGB12668	2	f__Candidatus_Atribacteria_unclassified,f__Prochloraceae
FGB12689	1	f__Prochloraceae
FGB12690	2	f__Candidatus_Atribacteria_unclassified,f__Prochloraceae
FGB12704	3	f__Burkholderiales_unclassified,f__Prochloraceae,f__Rhodobacteraceae
FGB12706	2	f__Streptomycetaceae,f__Oxalobacteraceae
FGB12709	5	f__Rhizobiales_unclassified,f__Candidatus_Aminicenantes_unclassified,f__Halothiobacillaceae,f__Streptomycetaceae,f__Enterobacteriaceae
FGB12711	8	f__Desulfobulbaceae,f__Clostridiaceae,f__Cytophagaceae,f__Bacteroidetes_unclassified,f__Moraxellaceae,f__Prochloraceae,f__Actinobacteria_unclassified,f__Pelagibacteraceae
FGB12716	2	f__Colwelliaceae,f__Pelagibacteraceae
FGB12737	2	f__Zetaproteobacteria_unclassified,f__Verrucomicrobia_unclassified
FGB12760	28	f__Gammaproteobacteria_unclassified,f__Prochloraceae,f__Lactobacillaceae,f__Enterobacteriaceae,f__Pectobacteriaceae,f__Deltaproteobacteria_unclassified,f__Burkholderiaceae,f__Rhizobiaceae,f__Nanoarchaeota_unclassified,f__Bacteria_unclassified,f__Erwiniaceae,f__Euryarchaeota_unclassified,f__Campylobacteraceae,f__Vibrionaceae,f__Alphaproteobacteria_unclassified,f__Microbacteriaceae,f__Pseudomonadaceae,f__Colwelliaceae,f__Streptomycetaceae,f__Candidatus_Cloacimonetes_unclassified,f__Verrucomicrobiaceae,f__Sphingomonadaceae,f__Comamonadaceae,f__Synechococcaceae,f__Oxalobacteraceae,f__Nocardioidaceae,f__Sphingobacteriaceae,f__Sulfolobales_unclassified
FGB12762	10	f__Mycoplasmataceae,f__Candidatus_Marinamargulisbacteria_unclassified,f__Vibrionaceae,f__Prochloraceae,f__Alteromonadaceae,f__Propionibacteriaceae,f__Candidatus_Aminicenantes_unclassified,f__Pseudomonadaceae,f__Enterobacteriaceae,f__Beijerinckiaceae
FGB12763	7	f__Comamonadaceae,f__Candidatus_Parcubacteria_unclassified,f__Cytophagaceae,f__Prochloraceae,f__Synechococcaceae,f__Enterobacteriaceae,f__Firmicutes_unclassified
FGB12768	3	f__Alphaproteobacteria_unclassified,f__Streptomycetaceae,f__Candidatus_Aminicenantes_unclassified
FGB12770	3	f__Prochloraceae,f__Rhodanobacteraceae,f__Pelagibacteraceae
FGB12844	1	f__Actinobacteria_unclassified
FGB12942	2	f__Oceanospirillales_unclassified,f__Burkholderiaceae
FGB12944	2	f__Prochloraceae,f__Firmicutes_unclassified
FGB12958	1	f__Prochloraceae
FGB13066	1	f__Prochloraceae
FGB13079	1	f__Desulfobulbaceae
FGB13088	2	f__Prochloraceae,f__Rhizobiales_unclassified
FGB13108	2	f__Sphingomonadaceae,f__Pelagibacteraceae
FGB13145	2	f__Polyangiaceae,f__Micrococcaceae
FGB13182	2	f__Proteobacteria_unclassified,f__Prochloraceae
FGB13195	2	f__Lactobacillaceae,f__Prochloraceae
FGB13202	1	f__Prochloraceae
FGB13220	2	f__Prochloraceae,f__Synechococcaceae
FGB13223	2	f__Mycoplasmataceae,f__Sphingobacteriaceae
FGB13225	1	f__Prochloraceae
FGB13248	2	f__Prochloraceae,f__Bacteria_unclassified
FGB13260	2	f__Caldiserica_unclassified,f__Pelagibacteraceae
FGB13287	2	f__Gammaproteobacteria_unclassified,f__Yersiniaceae
FGB13326	1	f__Prochloraceae
FGB13340	2	f__Glycomycetaceae,f__Pseudomonadaceae
FGB13413	15	f__Pseudonocardiaceae,f__Burkholderiaceae,f__Bacillaceae,f__Candidatus_Microgenomates_unclassified,f__Alphaproteobacteria_unclassified,f__Chloroflexi_unclassified,f__Prochloraceae,f__Synechococcaceae,f__Erwiniaceae,f__Thermoproteaceae,f__Flavobacteriaceae,f__Xanthomonadaceae,f__Kangiellaceae,f__Candidatus_Poseidoniia_unclassified,f__Pelagibacteraceae
FGB13509	2	f__Alphaproteobacteria_unclassified,f__Prochloraceae
FGB13524	2	f__Prochloraceae,f__Chloroflexi_unclassified
FGB13546	2	f__Flavobacteriaceae,f__Methylobacteriaceae
FGB13606	2	f__Rhizobiaceae,f__Prochloraceae
FGB13625	1	f__Erwiniaceae
FGB13654	2	f__Nocardioidaceae,f__Erwiniaceae
FGB13661	2	f__Rhizobiaceae,f__Bacteria_unclassified
FGB13664	2	f__Prochloraceae,f__Bradyrhizobiaceae
FGB13701	3	f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Candidatus_Poribacteria_unclassified
FGB13724	2	f__Moraxellaceae,f__Prochloraceae
FGB13775	1	f__Prochloraceae
FGB13793	2	f__Prochloraceae,f__Flavobacteriaceae
FGB13797	6	f__Clostridiaceae,f__Rhizobiales_unclassified,f__Prochloraceae,f__Cellulomonadaceae,f__Enterobacteriaceae,f__Streptococcaceae
FGB13803	1	f__Enterobacteriaceae
FGB13817	2	f__Synechococcaceae,f__Thaumarchaeota_unclassified
FGB13825	4	f__Candidatus_Atribacteria_unclassified,f__Erwiniaceae,f__Bacteria_unclassified,f__Acidilobaceae
FGB13833	4	f__Nocardioidaceae,f__Prochloraceae,f__Geodermatophilaceae,f__Thermoproteaceae
FGB13834	2	f__Prochloraceae,f__Pelagibacteraceae
FGB13835	7	f__Comamonadaceae,f__Burkholderiaceae,f__Rhizobiales_unclassified,f__Rhizobiaceae,f__Prochloraceae,f__Synechococcaceae,f__Candidatus_Marinimicrobia_unclassified
FGB13836	13	f__Comamonadaceae,f__Rhodobacteraceae,f__Micrococcaceae,f__Bacteroidetes_unclassified,f__Prochloraceae,f__Bacteria_unclassified,f__Nitrospirales_unclassified,f__Haloarculaceae,f__Sphingobacteriaceae,f__Erwiniaceae,f__Streptomycetaceae,f__Flavobacteriaceae,f__Pelagibacteraceae
FGB13839	3	f__Prochloraceae,f__Cyclobacteriaceae,f__Flavobacteriaceae
FGB13852	31	f__Micromonosporaceae,f__Nitrospinaceae,f__Prochloraceae,f__Epsilonproteobacteria_unclassified,f__Enterobacteriaceae,f__Candidatus_Fervidibacteria_unclassified,f__Burkholderiaceae,f__Candidatus_Microgenomates_unclassified,f__Erwiniaceae,f__Xanthomonadaceae,f__Kineosporiaceae,f__Rhodobacteraceae,f__Alphaproteobacteria_unclassified,f__Enterococcaceae,f__Microbacteriaceae,f__Pseudomonadaceae,f__Streptomycetaceae,f__Verrucomicrobia_unclassified,f__Sphingomonadaceae,f__Pelagibacteraceae,f__Comamonadaceae,f__Desulfobulbaceae,f__Pseudonocardiaceae,f__Thaumarchaeota_unclassified,f__Micrococcaceae,f__Synechococcaceae,f__Chitinophagaceae,f__Candidatus_Aenigmarchaeota_unclassified,f__Nocardioidaceae,f__Flavobacteriaceae,f__Synergistetes_unclassified
FGB13861	2	f__Gammaproteobacteria_unclassified,f__Streptomycetaceae
FGB13904	2	f__Microbacteriaceae,f__Pelagibacteraceae
FGB13922	5	f__Rhizobiaceae,f__Prochloraceae,f__Candidatus_Aenigmarchaeota_unclassified,f__Burkholderiales_unclassified,f__Streptococcaceae
FGB13924	6	f__Candidatus_Marinamargulisbacteria_unclassified,f__Bacillaceae,f__Moraxellaceae,f__Prochloraceae,f__Streptomycetaceae,f__Pelagibacteraceae
FGB13929	2	f__Acholeplasmataceae,f__Enterobacteriaceae
FGB13938	1	f__Prochloraceae
FGB13947	3	f__Nocardioidaceae,f__Prochloraceae,f__Deltaproteobacteria_unclassified
FGB13954	2	f__Nocardiaceae,f__Bacteria_unclassified
FGB13963	3	f__Prochloraceae,f__Acidimicrobiaceae,f__Rhodobacteraceae
FGB13964	3	f__Mycobacteriaceae,f__Alteromonadaceae,f__Candidatus_Actinomarinaceae
FGB13978	2	f__Alphaproteobacteria_unclassified,f__Micromonosporaceae
FGB13983	2	f__Rhodobacteraceae,f__Pelagibacteraceae
FGB13987	3	f__Alphaproteobacteria_unclassified,f__Prochloraceae,f__Streptomycetaceae
FGB13988	9	f__Bifidobacteriaceae,f__Cytophagaceae,f__Bacteria_unclassified,f__Aurantimonadaceae,f__Flavobacteriaceae,f__Zoogloeaceae,f__Burkholderiales_unclassified,f__Methylobacteriaceae,f__Actinobacteria_unclassified
FGB14046	1	f__Prochloraceae
FGB14150	3	f__Prochloraceae,f__Bacteria_unclassified,f__Thermaceae
FGB14196	2	f__Micrococcaceae,f__Pelagibacteraceae
